360
100
13
1	1	2	1	1	80	2	800	0	0.0125	0	0	0
2	1	11	1	1	80	2	800	0	0.0125	0	0	0
3	2	1	1	1	80	2	800	0	0.0125	0	0	0
4	2	3	1	1	80	2	800	0	0.0125	0	0	0
5	2	12	1	1	80	2	800	0	0.0125	0	0	0
6	3	2	1	1	80	2	800	0	0.0125	0	0	0
7	3	4	1	1	80	2	800	0	0.0125	0	0	0
8	3	13	1	1	80	2	800	0	0.0125	0	0	0
9	4	3	1	1	80	2	800	0	0.0125	0	0	0
10	4	5	1	1	80	2	800	0	0.0125	0	0	0
11	4	14	1	1	80	2	800	0	0.0125	0	0	0
12	5	4	1	1	80	2	800	0	0.0125	0	0	0
13	5	6	1	1	80	2	800	0	0.0125	0	0	0
14	5	15	1	1	80	2	800	0	0.0125	0	0	0
15	6	5	1	1	80	2	800	0	0.0125	0	0	0
16	6	7	1	1	80	2	800	0	0.0125	0	0	0
17	6	16	1	1	80	2	800	0	0.0125	0	0	0
18	7	6	1	1	80	2	800	0	0.0125	0	0	0
19	7	8	1	1	80	2	800	0	0.0125	0	0	0
20	7	17	1	1	80	2	800	0	0.0125	0	0	0
21	8	7	1	1	80	2	800	0	0.0125	0	0	0
22	8	9	1	1	80	2	800	0	0.0125	0	0	0
23	8	18	1	1	80	2	800	0	0.0125	0	0	0
24	9	8	1	1	80	2	800	0	0.0125	0	0	0
25	9	10	1	1	80	2	800	0	0.0125	0	0	0
26	9	19	1	1	80	2	800	0	0.0125	0	0	0
27	10	9	1	1	80	2	800	0	0.0125	0	0	0
28	10	20	1	1	80	2	800	0	0.0125	0	0	0
29	11	1	1	1	80	2	800	0	0.0125	0	0	0
30	11	12	1	1	80	2	800	0	0.0125	0	0	0
31	11	21	1	1	80	2	800	0	0.0125	0	0	0
32	12	2	1	1	80	2	800	0	0.0125	0	0	0
33	12	11	1	1	80	2	800	0	0.0125	0	0	0
34	12	22	1	1	80	2	800	0	0.0125	0	0	0
35	12	13	1	1	80	2	800	0	0.0125	0	0	0
36	13	3	1	1	80	2	800	0	0.0125	0	0	0
37	13	12	1	1	80	2	800	0	0.0125	0	0	0
38	13	23	1	1	80	2	800	0	0.0125	0	0	0
39	13	14	1	1	80	2	800	0	0.0125	0	0	0
40	14	4	1	1	80	2	800	0	0.0125	0	0	0
41	14	13	1	1	80	2	800	0	0.0125	0	0	0
42	14	24	1	1	80	2	800	0	0.0125	0	0	0
43	14	15	1	1	80	2	800	0	0.0125	0	0	0
44	15	5	1	1	80	2	800	0	0.0125	0	0	0
45	15	14	1	1	80	2	800	0	0.0125	0	0	0
46	15	25	1	1	80	2	800	0	0.0125	0	0	0
47	15	16	1	1	80	2	800	0	0.0125	0	0	0
48	16	6	1	1	80	2	800	0	0.0125	0	0	0
49	16	15	1	1	80	2	800	0	0.0125	0	0	0
50	16	26	1	1	80	2	800	0	0.0125	0	0	0
51	16	17	1	1	80	2	800	0	0.0125	0	0	0
52	17	7	1	1	80	2	800	0	0.0125	0	0	0
53	17	16	1	1	80	2	800	0	0.0125	0	0	0
54	17	27	1	1	80	2	800	0	0.0125	0	0	0
55	17	18	1	1	80	2	800	0	0.0125	0	0	0
56	18	8	1	1	80	2	800	0	0.0125	0	0	0
57	18	17	1	1	80	2	800	0	0.0125	0	0	0
