2	47
7	47
12	47
17	47
22	47
27	47
32	47
37	47
42	47
47	47
2	42
7	42
12	42
17	42
22	42
27	42
32	42
37	42
42	42
47	42
2	37
7	37
12	37
17	37
22	37
27	37
32	37
37	37
42	37
47	37
2	32
7	32
12	32
17	32
22	32
27	32
32	32
37	32
42	32
47	32
2	27
7	27
12	27
17	27
22	27
27	27
32	27
37	27
42	27
47	27
2	22
7	22
12	22
17	22
22	22
27	22
32	22
37	22
42	22
47	22
2	17
7	17
12	17
17	17
22	17
27	17
32	17
37	17
42	17
47	17
2	12
7	12
12	12
17	12
22	12
27	12
32	12
37	12
42	12
47	12
2	7
7	7
12	7
17	7
22	7
27	7
32	7
37	7
42	7
47	7
2	2
7	2
12	2
17	2
22	2
27	2
32	2
37	2
42	2
47	2
