signal1.8.0
1
985	100	Grid20U	1	0	1	0.1	1	7	1
674	200	Grid20U	1	0	1	0.1	0	0	1
675	200	Grid20U	1	0	1	0.1	0	7	0
676	200	Grid20U	1	0	1	0.1	0	7	1
977	100	Grid20U	1	0	1	0.05	1	7	1
978	100	Grid20U	1	0	1	0.35	1	7	1
976	100	Grid20U	1	0	1	0.1	1	7	1
958	100	Grid20U	1	0	1	0.1	2	7	0
959	100	Grid20U	1	0	1	0.1	2	7	1
966	100	Grid20U	1	0	1	0.1	1	7	1
965	100	Grid20U	1	0	1	0.25	1	7	0
956	100	Grid20U	1	0	1	0.15	1	7	1
915	100	Grid20U	1	0	1	0.25	1	7	0
716	100	Grid20U	1	0	1	0.25	1	7	1
715	100	Grid20U	1	0	1	0.25	1	7	0
415	200	Grid20U	1	0	1	0.25	1	7	0
414	200	Grid20U	1	0	1	0.25	1	0	1
417	200	Grid20U	1	0	1	0.25	2	0	1
416	200	Grid20U	1	0	1	0.25	1	7	1
419	200	Grid20U	1	0	1	0.25	2	7	1
418	200	Grid20U	1	0	1	0.25	2	7	0
21	150	Grid10	1	0	1	0.25	0	0	1
22	500	Grid10	1	0	1	0.25	0	7	0
23	150	Grid10	1	0	1	0.25	0	7	1
24	150	Grid10	1	0	1	0.25	1	0	1
25	150	Grid10	1	0	1	0.25	1	7	0
26	150	Grid10	1	0	1	0.25	1	7	1
27	150	Grid10	1	0	1	0.25	2	0	1
28	150	Grid10	1	0	1	0.25	2	7	0
29	150	Grid10	1	0	1	0.25	2	7	1
12	200	Grid10	1	0	1	0.25	0	7	0
11	200	Grid10	1	0	1	0.25	0	0	1
13	200	Grid10	1	0	1	0.25	0	7	1
14	200	Grid10	1	0	1	0.25	1	0	1
15	200	Grid10	1	0	1	0.25	1	7	0
16	200	Grid10	1	0	1	0.25	1	7	1
17	200	Grid10	1	0	1	0.25	2	0	1
18	200	Grid10	1	0	1	0.25	2	7	0
19	200	Grid10	1	0	1	0.25	2	7	1
10	100	Grid10	1	0	1	0.25	1	7	1
9	100	Grid10	1	0	1	0.25	0	7	1
8	50	Grid10	1	0	1	0.25	0	6	1
6	500	Grid10	1	0	1	0.25	0	2	1
5	200	Grid10	1	0	1	0.25	1	2	1
4	200	Grid10	1	0	1	0.25	1	2	1
1	2000	Grid03U	1	0	1	0.25	1	1	1
2	500	Grid03U	1	0	1	0.25	1	2	1
