2	97
7	97
12	97
17	97
22	97
27	97
32	97
37	97
42	97
47	97
52	97
57	97
62	97
67	97
72	97
77	97
82	97
87	97
92	97
97	97
2	92
7	92
12	92
17	92
22	92
27	92
32	92
37	92
42	92
47	92
52	92
57	92
62	92
67	92
72	92
77	92
82	92
87	92
92	92
97	92
2	87
7	87
12	87
17	87
22	87
27	87
32	87
37	87
42	87
47	87
52	87
57	87
62	87
67	87
72	87
77	87
82	87
87	87
92	87
97	87
2	82
7	82
12	82
17	82
22	82
27	82
32	82
37	82
42	82
47	82
52	82
57	82
62	82
67	82
72	82
77	82
82	82
87	82
92	82
97	82
2	77
7	77
12	77
17	77
22	77
27	77
32	77
37	77
42	77
47	77
52	77
57	77
62	77
67	77
72	77
77	77
82	77
87	77
92	77
97	77
2	72
7	72
12	72
17	72
22	72
27	72
32	72
37	72
42	72
47	72
52	72
57	72
62	72
67	72
72	72
77	72
82	72
87	72
92	72
97	72
2	67
7	67
12	67
17	67
22	67
27	67
32	67
37	67
42	67
47	67
52	67
57	67
62	67
67	67
72	67
77	67
82	67
87	67
92	67
97	67
2	62
7	62
12	62
17	62
22	62
27	62
32	62
37	62
42	62
47	62
52	62
57	62
62	62
67	62
72	62
77	62
82	62
87	62
92	62
97	62
2	57
7	57
12	57
17	57
22	57
27	57
32	57
37	57
42	57
47	57
52	57
57	57
62	57
67	57
72	57
77	57
82	57
87	57
92	57
97	57
2	52
7	52
12	52
17	52
22	52
27	52
32	52
37	52
42	52
47	52
52	52
57	52
62	52
67	52
72	52
77	52
82	52
87	52
92	52
97	52
2	47
7	47
12	47
17	47
22	47
27	47
32	47
37	47
42	47
47	47
52	47
57	47
62	47
67	47
72	47
77	47
82	47
87	47
92	47
97	47
2	42
7	42
12	42
17	42
22	42
27	42
32	42
37	42
42	42
47	42
52	42
57	42
62	42
67	42
72	42
77	42
82	42
87	42
92	42
97	42
2	37
7	37
12	37
17	37
22	37
27	37
32	37
37	37
42	37
47	37
52	37
57	37
62	37
67	37
72	37
77	37
82	37
87	37
92	37
97	37
2	32
7	32
12	32
17	32
22	32
27	32
32	32
37	32
42	32
47	32
52	32
57	32
62	32
67	32
72	32
77	32
82	32
87	32
92	32
97	32
2	27
7	27
12	27
17	27
22	27
27	27
32	27
37	27
42	27
47	27
52	27
57	27
62	27
67	27
72	27
77	27
82	27
87	27
92	27
97	27
2	22
7	22
12	22
17	22
22	22
27	22
32	22
37	22
42	22
47	22
52	22
57	22
62	22
67	22
72	22
77	22
82	22
87	22
92	22
97	22
2	17
7	17
12	17
17	17
22	17
27	17
32	17
37	17
42	17
47	17
52	17
57	17
62	17
67	17
72	17
77	17
82	17
87	17
92	17
97	17
2	12
7	12
12	12
17	12
22	12
27	12
32	12
37	12
42	12
47	12
52	12
57	12
62	12
67	12
72	12
77	12
82	12
87	12
92	12
97	12
2	7
7	7
12	7
17	7
22	7
27	7
32	7
37	7
42	7
47	7
52	7
57	7
62	7
67	7
72	7
77	7
82	7
87	7
92	7
97	7
2	2
7	2
12	2
17	2
22	2
27	2
32	2
37	2
42	2
47	2
52	2
57	2
62	2
67	2
72	2
77	2
82	2
87	2
92	2
97	2
