24
9
13
1	1	2	1	1	80	2	800	0	0.0125	0	0	0
2	1	4	1	1	80	2	800	0	0.0125	0	0	0
3	2	1	1	1	80	2	800	0	0.0125	0	0	0
4	2	3	1	1	80	2	800	0	0.0125	0	0	0
5	2	5	1	1	80	2	800	0	0.0125	0	0	0
6	3	2	1	1	80	2	800	0	0.0125	0	0	0
7	3	6	1	1	80	2	800	0	0.0125	0	0	0
8	4	1	1	1	80	2	800	0	0.0125	0	0	0
9	4	5	1	1	80	2	800	0	0.0125	0	0	0
10	4	7	1	1	80	2	800	0	0.0125	0	0	0
11	5	2	1	1	80	2	800	0	0.0125	0	0	0
12	5	4	1	1	80	2	800	0	0.0125	0	0	0
13	5	6	1	1	80	2	800	0	0.0125	0	0	0
14	5	8	1	1	80	2	800	0	0.0125	0	0	0
15	6	3	1	1	80	2	800	0	0.0125	0	0	0
16	6	5	1	1	80	2	800	0	0.0125	0	0	0
17	6	9	1	1	80	2	800	0	0.0125	0	0	0
18	7	4	1	1	80	2	800	0	0.0125	0	0	0
19	7	8	1	1	80	2	800	0	0.0125	0	0	0
20	8	5	1	1	80	2	800	0	0.0125	0	0	0
21	8	7	1	1	80	2	800	0	0.0125	0	0	0
22	8	9	1	1	80	2	800	0	0.0125	0	0	0
23	9	6	1	1	80	2	800	0	0.0125	0	0	0
24	9	8	1	1	80	2	800	0	0.0125	0	0	0
